County,PrecinctName,HILLARY CLINTON,DONALD TRUMP,GARY JOHNSON,JILL STEIN,EVAN MCMULLIN,DARRELL CASTLE,TOM HOEFLING,LAURENCE KOTLIKOFF,JAMES ANDERSON,Phillip Seeberg,MARSHALL SCHOENKE,KEVIN MCKEE,JOSEPH MALDONADO,JOANN BREIVOGEL,LAIO MORRIS,DAVID STACK,Matthew Roberts,JONATHAN LEE,BEN HARTNELL,AUTHOR BRUMFIELD,DUFF SMITH,ROY TYREE,CHERUNDA FOX,TIMOTHY MELUCH,Nathan Johnson,JAMES STRUCK,MARK HARPER,DEM WYSINGER,DAVID FORMHALS,JIM BROWN,SHEILA BOLAR,EDWARD LEARNER,JAMES MITCHELL,MARY VANN,ROBERT LANIER,Scott Bradley,SUSANA SANDOVAL,Total
Adams ,,,,,,60,4,0,0,,,0,,0,0,0,,,,,,0,,,,,,,,,,0,0,0,,,0,,64
Adams ,BEVERLY,18,150,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
Adams ,BURTON,60,455,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527
Adams ,CAMP POINT PCT 1,69,331,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415
Adams ,CAMP POINT PCT 2,47,376,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434
Adams ,CLAYTON,76,359,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446
Adams ,COLUMBUS,35,284,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331
Adams ,CONCORD,19,83,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105
Adams ,ELLINGTON PCT 1,91,460,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568
Adams ,ELLINGTON PCT 2,118,450,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602
Adams ,ELLINGTON PCT 3,96,353,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467
Adams ,FALL CREEK,49,242,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302
Adams ,GILMER,74,512,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615
Adams ,HONEY CREEK,67,322,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410
Adams ,HOUSTON,16,112,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130
Adams ,KEENE,57,250,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313
Adams ,LIBERTY,102,602,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715
Adams ,LIMA,44,221,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274
Adams ,MCKEE,13,92,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106
Adams ,MELROSE PCT 1,89,394,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505
Adams ,MELROSE PCT 2,150,524,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705
Adams ,MELROSE PCT 3,111,403,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527
Adams ,MELROSE PCT 4,76,319,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404
Adams ,MELROSE PCT 5,82,312,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410
Adams ,MELROSE PCT 6,123,384,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528
Adams ,MENDON PCT 1,38,293,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341
Adams ,MENDON PCT 2,73,320,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403
Adams ,NORTHEAST,72,350,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444
Adams ,PAYSON PCT 1,109,412,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542
Adams ,PAYSON PCT 2,42,233,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284
Adams ,QUINCY 1,137,302,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460
Adams ,QUINCY 10,72,164,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260
Adams ,QUINCY 11,116,281,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423
Adams ,QUINCY 12,124,268,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413
Adams ,QUINCY 13,103,236,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358
Adams ,QUINCY 14,148,179,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348
Adams ,QUINCY 15,159,387,26,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579
Adams ,QUINCY 16,165,362,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562
Adams ,QUINCY 17,144,310,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479
Adams ,QUINCY 18,147,429,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596
Adams ,QUINCY 19,55,101,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162
Adams ,QUINCY 2,134,262,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418
Adams ,QUINCY 20,169,328,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534
Adams ,QUINCY 21,176,364,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576
Adams ,QUINCY 22,169,305,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495
Adams ,QUINCY 23,133,261,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405
Adams ,QUINCY 24,126,519,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667
Adams ,QUINCY 25,215,470,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708
Adams ,QUINCY 26,128,355,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505
Adams ,QUINCY 27,156,440,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623
Adams ,QUINCY 28,169,374,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562
Adams ,QUINCY 29,155,375,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552
Adams ,QUINCY 3,134,205,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362
Adams ,QUINCY 30,128,245,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390
Adams ,QUINCY 31,149,426,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608
Adams ,QUINCY 32,132,367,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525
Adams ,QUINCY 33,108,359,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498
Adams ,QUINCY 34,98,222,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344
Adams ,QUINCY 35,109,315,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443
Adams ,QUINCY 36,89,117,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224
Adams ,QUINCY 37,160,202,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383
Adams ,QUINCY 38,122,247,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396
Adams ,QUINCY 39,141,191,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362
Adams ,QUINCY 4,160,321,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508
Adams ,QUINCY 40,145,189,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367
Adams ,QUINCY 5,139,159,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312
Adams ,QUINCY 6,57,82,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151
Adams ,QUINCY 7,92,67,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171
Adams ,QUINCY 8,90,272,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376
Adams ,QUINCY 9,148,365,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535
Adams ,RICHFIELD,24,190,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219
Adams ,RIVERSIDE 1,86,358,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458
Adams ,RIVERSIDE 2,73,306,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397
Adams ,RIVERSIDE 3,87,452,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567
Adams ,URSA,89,463,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578
Alexander,,,,,,0,0,0,0,,,0,,0,,0,,,,,,0,0,0,,,,,,,,,,0,,,,,0
Alexander,CACHE,59,50,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110
Alexander,CAIRO 1,162,26,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190
Alexander,CAIRO 2,176,11,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191
Alexander,CAIRO 3,96,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106
Alexander,CAIRO 4,168,105,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282
Alexander,CAIRO 5,133,53,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189
Alexander,MCCLURE,111,263,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381
Alexander,OLIVE BRANCH,61,302,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373
Alexander,SANDUSKY,87,38,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126
Alexander,TAMMS,140,377,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528
Alexander,THEBES,69,262,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344
Bond,BURGESS 1,124,261,21,5,1,0,1,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,413
Bond,BURGESS 2,84,197,16,2,1,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,300
Bond,BURGESS 3,87,232,11,5,0,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,335
Bond,CENTRAL 1,158,332,41,6,2,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,539
Bond,CENTRAL 1-A,127,255,36,10,10,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,438
Bond,CENTRAL 2,78,134,22,2,3,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,239
Bond,CENTRAL 3,83,134,32,5,5,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,259
Bond,CENTRAL 4,99,131,19,2,0,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,251
Bond,CENTRAL 5,95,236,23,1,0,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,355
Bond,CENTRAL 6,83,236,26,0,0,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,345
Bond,CENTRAL 7,95,229,6,4,0,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,334
Bond,LAGRANGE 1,45,161,10,1,2,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,219
Bond,LAGRANGE 2,109,306,29,3,5,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,452
Bond,MILLS,75,232,16,1,2,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,326
Bond,MULBERRY GROVE 1,108,237,9,1,2,2,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,359
Bond,MULBERRY GROVE 2,52,160,21,2,0,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,235
Bond,OLD RIPLEY,107,321,29,4,1,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,462
Bond,PLEASANT MOUND 1,65,186,11,0,1,1,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,264
Bond,PLEASANT MOUND 2,83,185,13,2,0,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,283
Bond,PRESIDENTIAL BALLOT,0,0,0,0,0,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,0
Bond,SHOAL CREEK 1,39,126,13,3,0,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,181
Bond,SHOAL CREEK 2,46,73,8,3,0,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,130
Bond,SHOAL CREEK 3,48,93,10,1,0,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,152
Bond,SHOAL CREEK 4,113,246,15,3,1,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,378
Bond,TAMALCO 1,31,106,7,0,0,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,144
Bond,TAMALCO 2,34,79,3,1,0,0,0,,,,0,,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,117
Boone,,,,,,51,12,0,0,,,0,,0,0,0,0,,,,,0,0,0,,,,,,,,,,,,,,,63
Boone,BELVIDERE 1,196,190,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413
Boone,BELVIDERE 2,153,176,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356
Boone,BELVIDERE 3,176,132,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331
Boone,BELVIDERE 4,292,242,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562
Boone,BELVIDERE 5,131,134,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280
Boone,BELVIDERE 6,125,184,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335
Boone,BELVIDERE 7,191,149,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373
Boone,BELVIDERE 8,316,191,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540
Boone,BELVIDERE 9,200,216,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456
Boone,BELVIDERE 10,122,82,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216
Boone,BELVIDERE 11,205,243,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489
Boone,BELVIDERE 12,355,438,32,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840
Boone,BELVIDERE 13,148,149,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330
Boone,BELVIDERE 14,162,163,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344
Boone,BELVIDERE 15,265,285,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578
Boone,BELVIDERE 16,521,795,57,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397
Boone,BELVIDERE 17,526,728,63,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339
Boone,BELVIDERE 18,155,367,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551
Boone,BELVIDERE 19,192,385,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608
Boone,BELVIDERE 20,195,389,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619
Boone,BELVIDERE 21,199,359,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588
Boone,BELVIDERE 22,235,386,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653
Boone,BONUS 1,131,232,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384
Boone,BONUS 2,180,334,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538
Boone,BONUS 3,456,458,48,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987
Boone,BOONE 1,86,200,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311
Boone,BOONE 2,161,200,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392
Boone,CALEDONIA 1,632,976,77,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696
Boone,CALEDONIA 2,349,467,51,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873
Boone,CALEDONIA 3,272,413,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728
Boone,ELECTIONS OFFICE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Boone,FLORA 1,381,387,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797
Boone,FLORA 2,174,289,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494
Boone,LE ROY,75,191,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283
Boone,MANCHESTER,171,350,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541
Boone,POPLAR GROVE 1,449,688,89,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250
Boone,POPLAR GROVE 2,104,189,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316
Boone,POPLAR GROVE 3,178,231,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437
Boone,SPRING,127,294,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441
Brown,,,,,,0,0,0,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,0
Brown,BUCKHORN TOWNSHIP,3,43,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
Brown,COOPERSTOWN TOWNSHIP,40,144,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186
Brown,ELKHORN TOWNSHIP,30,146,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181
Brown,LEE TOWNSHIP,30,121,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155
Brown,MISSOURI TOWNSHIP,19,68,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
Brown,MT. STERLING 1,100,315,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430
Brown,MT. STERLING 2,58,189,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Brown,MT. STERLING 3,18,92,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114
Brown,MT. STERLING 4,43,161,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216
Brown,MT. STERLING 5,47,126,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189
Brown,PEA RIDGE TOWNSHIP,9,88,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
Brown,RIPLEY TOWNSHIP,10,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Brown,VERSAILLES TOWNSHIP 1,34,138,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181
Brown,VERSAILLES TOWNSHIP 2,35,135,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172
Bureau,,,,,,30,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Bureau,ARISPIE,130,260,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417
Bureau,BERLIN,105,235,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362
Bureau,BUREAU,33,113,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156
Bureau,CLARION,37,126,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173
Bureau,CONCORD 1,148,222,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399
Bureau,CONCORD 2,89,222,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342
Bureau,DOVER,84,207,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302
Bureau,FAIRFIELD,30,81,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113
Bureau,GOLD,21,67,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
Bureau,GREENVILLE,46,103,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166
Bureau,HALL 1,152,101,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278
Bureau,HALL 10,139,151,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307
Bureau,HALL 2,186,141,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343
Bureau,HALL 3,304,221,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555
Bureau,HALL 4,123,142,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277
Bureau,HALL 5,111,161,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290
Bureau,HALL 6,291,220,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532
Bureau,HALL 7,176,200,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394
Bureau,HALL 8,242,197,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466
Bureau,HALL 9,202,182,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398
Bureau,INDIANTOWN,83,229,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335
Bureau,LA MOILLE 1,143,259,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429
Bureau,LA MOILLE 2,33,100,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142
Bureau,LEEPERTOWN,49,91,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146
Bureau,MACON,13,70,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
Bureau,MANLIUS,93,180,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290
Bureau,MILO,32,73,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114
Bureau,MINERAL,82,175,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271
Bureau,NEPONSET,124,186,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342
Bureau,OHIO 1,98,171,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299
Bureau,OHIO 2,28,84,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
Bureau,PRESIDENT ONLY,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Bureau,PRINCETON 1,219,333,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580
Bureau,PRINCETON 2,158,292,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477
Bureau,PRINCETON 3,179,330,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546
Bureau,PRINCETON 4,143,296,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477
Bureau,PRINCETON 5,112,240,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388
Bureau,PRINCETON 6,209,316,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561
Bureau,PRINCETON 7,163,234,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429
Bureau,PRINCETON 8,222,289,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550
Bureau,PRINCETON 9,173,368,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575
Bureau,SELBY 1,69,117,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192
Bureau,SELBY 2,163,129,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312
Bureau,SELBY 3,188,78,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281
Bureau,WALNUT 1,126,241,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399
Bureau,WALNUT 2,116,262,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416
Bureau,WESTFIELD 1,57,93,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159
Bureau,WESTFIELD 2,147,185,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353
Bureau,WHEATLAND,9,65,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
Bureau,WYANET 1,86,239,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353
Bureau,WYANET 2,63,204,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281
Calhoun,,,,,,3,0,0,0,,,0,,0,,0,,,,,,0,,,,,,,,,,,,0,,,,,3
Calhoun,BELLEVIEW PRECINCT,25,95,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123
Calhoun,CRATER-CARLIN PCT.,110,235,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356
Calhoun,GILEAD PRECINCT,37,135,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181
Calhoun,HAMBURG PRECINCT,82,170,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264
Calhoun,HARDIN PRECINCT,169,419,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612
Calhoun,POINT PRECINCT,183,389,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592
Calhoun,RICHWOODS PRECINCT,133,278,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430
Carroll,,,,,,14,5,0,0,,,0,,0,0,0,,,,,,0,0,0,,,,,,,,0,,0,,,,,19
Carroll,CHERRY GROVE-SHANNON 1,79,237,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329
Carroll,CHERRY GROVE-SHANNON 2,114,309,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464
Carroll,ELECTIONS OFFICE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Carroll,ELKHORN GROVE,20,86,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116
Carroll,FAIR HAVEN,100,289,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421
Carroll,FREEDOM,136,323,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484
