County,PrecinctName,HILLARY CLINTON,DONALD TRUMP,GARY JOHNSON,JILL STEIN,EVAN MCMULLIN,DARRELL CASTLE,TOM HOEFLING,LAURENCE KOTLIKOFF,JAMES ANDERSON,Phillip Seeberg,MARSHALL SCHOENKE,KEVIN MCKEE,JOSEPH MALDONADO,JOANN BREIVOGEL,LAIO MORRIS,DAVID STACK,Matthew Roberts,JONATHAN LEE,BEN HARTNELL,AUTHOR BRUMFIELD,DUFF SMITH,ROY TYREE,CHERUNDA FOX,TIMOTHY MELUCH,Nathan Johnson,JAMES STRUCK,MARK HARPER,DEM WYSINGER,DAVID FORMHALS,JIM BROWN,SHEILA BOLAR,EDWARD LEARNER,JAMES MITCHELL,MARY VANN,ROBERT LANIER,Scott Bradley,SUSANA SANDOVAL,Total
DuPage,Lisle 031,283,209,31,2,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,530
DuPage,Lisle 032,343,158,32,9,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,547
DuPage,Lisle 033,327,212,40,2,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,585
DuPage,Lisle 034,219,171,28,7,2,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,428
DuPage,Lisle 035,293,182,31,11,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,521
DuPage,Lisle 036,360,247,36,17,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,660
DuPage,Lisle 037,281,225,30,12,7,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,555
DuPage,Lisle 038,314,180,33,10,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,540
DuPage,Lisle 039,257,168,27,9,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,461
DuPage,Lisle 040,270,189,16,8,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,483
DuPage,Lisle 041,256,176,31,4,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,469
DuPage,Lisle 042,380,216,21,12,0,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,630
DuPage,Lisle 043,235,186,30,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,453
DuPage,Lisle 044,230,161,31,6,6,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,434
DuPage,Lisle 045,204,129,22,4,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,361
DuPage,Lisle 046,274,192,37,4,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,507
DuPage,Lisle 047,361,239,40,7,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,649
DuPage,Lisle 048,363,206,21,13,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,605
DuPage,Lisle 049,271,154,21,3,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,450
DuPage,Lisle 050,235,187,28,10,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,463
DuPage,Lisle 051,344,211,27,4,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,588
DuPage,Lisle 052,285,180,26,11,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,502
DuPage,Lisle 053,492,186,26,13,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,717
DuPage,Lisle 054,259,165,15,4,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,444
DuPage,Lisle 055,214,146,22,7,1,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,391
DuPage,Lisle 056,229,135,28,5,1,0,0,0,,1,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,399
DuPage,Lisle 057,286,206,23,12,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,528
DuPage,Lisle 058,301,216,30,8,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,556
DuPage,Lisle 059,379,211,36,5,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,632
DuPage,Lisle 060,348,224,39,20,0,0,0,0,,0,0,0,1,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,632
DuPage,Lisle 061,308,177,23,8,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,518
DuPage,Lisle 062,372,316,30,9,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,727
DuPage,Lisle 063,350,206,24,8,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,593
DuPage,Lisle 064,287,178,31,13,2,0,1,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,512
DuPage,Lisle 065,417,112,28,11,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,569
DuPage,Lisle 066,288,192,29,6,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,517
DuPage,Lisle 067,363,231,41,10,4,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,650
DuPage,Lisle 068,281,261,40,10,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,595
DuPage,Lisle 069,287,238,34,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,559
DuPage,Lisle 070,320,243,29,10,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,602
DuPage,Lisle 071,394,141,26,16,4,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,582
DuPage,Lisle 072,357,230,26,14,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,631
DuPage,Lisle 073,345,51,10,8,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,415
DuPage,Lisle 074,404,159,29,11,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,607
DuPage,Lisle 075,305,258,36,11,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,611
DuPage,Lisle 076,173,145,27,1,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,346
DuPage,Lisle 077,206,80,18,5,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,309
DuPage,Lisle 078,347,253,51,12,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,665
DuPage,Lisle 079,412,240,34,13,3,0,0,0,,1,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,703
DuPage,Lisle 080,231,157,28,4,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,420
DuPage,Lisle 081,238,200,28,7,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,475
DuPage,Lisle 082,201,148,19,5,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,375
DuPage,Lisle 083,288,222,28,12,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,554
DuPage,Lisle 084,403,280,38,20,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,745
DuPage,Lisle 085,257,187,22,6,3,2,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,477
DuPage,Lisle 086,356,204,22,10,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,593
DuPage,Lisle 087,181,150,24,0,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,358
DuPage,Lisle 088,226,117,17,5,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,366
DuPage,Lisle 089,325,216,29,8,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,581
DuPage,Lisle 090,312,248,47,6,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,615
DuPage,Lisle 091,326,218,44,8,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,598
DuPage,Lisle 092,185,96,18,5,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,306
DuPage,Lisle 093,339,200,32,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,578
DuPage,Lisle 094,197,159,17,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,380
DuPage,Lisle 095,239,195,34,5,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,474
DuPage,Lisle 096,196,163,12,4,1,0,0,0,,0,0,0,0,,0,0,0,0,,,1,,0,,,,,,,,,,,,,,,377
DuPage,Lisle 097,200,87,13,3,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,303
DuPage,Lisle 098,341,197,38,8,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,584
DuPage,Lisle 099,393,214,26,12,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,650
DuPage,Lisle 100,203,178,28,4,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,417
DuPage,Lisle 101,236,164,24,10,6,0,0,0,,1,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,441
DuPage,Lisle 102,146,109,22,8,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,286
DuPage,Lisle 103,181,112,9,3,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,306
DuPage,Lisle 104,215,216,28,4,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,464
DuPage,Lisle 105,282,147,14,5,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,450
DuPage,Lisle 106,172,107,10,5,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,294
DuPage,Lisle 107,236,166,19,7,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,430
DuPage,Lisle 108,232,133,28,8,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,401
DuPage,Lisle 109,257,192,28,3,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,484
DuPage,Lisle 110,334,149,12,11,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,506
DuPage,Lisle 111,426,214,37,15,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,695
DuPage,Lisle 112,373,178,29,13,6,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,599
DuPage,Lisle 113,329,223,30,9,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,596
DuPage,Lisle 114,209,86,20,7,6,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,329
DuPage,Milton 001,200,143,21,8,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,373
DuPage,Milton 002,344,179,43,10,8,0,0,0,,0,0,1,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,585
DuPage,Milton 003,251,265,44,8,38,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,607
DuPage,Milton 004,221,293,35,5,9,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,563
DuPage,Milton 005,247,311,29,15,9,2,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,613
DuPage,Milton 006,285,145,30,3,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,463
DuPage,Milton 007,203,157,25,9,18,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,412
DuPage,Milton 008,267,184,31,2,16,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,500
DuPage,Milton 009,211,137,26,5,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,382
DuPage,Milton 010,281,162,36,4,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,486
DuPage,Milton 011,235,147,40,5,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,428
DuPage,Milton 012,243,151,22,4,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,421
DuPage,Milton 013,244,132,29,5,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,412
DuPage,Milton 014,226,180,34,3,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,447
DuPage,Milton 015,253,148,29,4,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,436
DuPage,Milton 016,265,205,35,4,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,510
DuPage,Milton 017,201,196,28,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,432
DuPage,Milton 018,277,312,30,10,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,633
DuPage,Milton 019,327,254,43,5,10,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,639
DuPage,Milton 020,365,272,42,2,19,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,700
DuPage,Milton 021,214,120,18,6,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,363
DuPage,Milton 022,210,173,27,9,19,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,438
DuPage,Milton 023,271,234,38,10,12,1,1,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,567
DuPage,Milton 024,281,142,21,9,10,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,464
DuPage,Milton 025,240,280,37,8,9,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,574
DuPage,Milton 026,386,228,34,8,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,657
DuPage,Milton 027,276,163,29,13,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,481
DuPage,Milton 028,251,268,53,14,29,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,616
DuPage,Milton 029,186,193,16,3,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,400
DuPage,Milton 030,213,186,19,6,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,429
DuPage,Milton 031,152,189,17,11,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,369
DuPage,Milton 032,319,282,39,12,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,656
DuPage,Milton 033,226,166,35,2,7,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,437
DuPage,Milton 034,273,185,31,23,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,517
DuPage,Milton 035,267,173,34,8,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,482
DuPage,Milton 036,302,175,24,10,2,2,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,515
DuPage,Milton 037,201,264,34,10,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,511
DuPage,Milton 038,332,184,28,11,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,556
DuPage,Milton 039,223,257,34,10,11,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,535
DuPage,Milton 040,289,208,44,15,30,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,586
DuPage,Milton 041,245,162,26,12,6,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,451
DuPage,Milton 042,220,147,19,9,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,396
DuPage,Milton 043,320,253,36,5,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,619
DuPage,Milton 044,220,142,13,7,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,385
DuPage,Milton 045,305,163,34,3,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,508
DuPage,Milton 046,275,191,29,9,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,505
DuPage,Milton 047,280,212,22,18,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,536
DuPage,Milton 048,225,193,17,13,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,448
DuPage,Milton 049,261,215,28,3,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,510
DuPage,Milton 050,245,215,34,6,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,500
DuPage,Milton 051,113,95,24,9,33,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,274
DuPage,Milton 052,280,172,31,9,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,494
DuPage,Milton 053,383,103,17,14,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,520
DuPage,Milton 054,286,225,24,4,7,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,546
DuPage,Milton 055,257,241,24,14,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,538
DuPage,Milton 056,362,162,34,14,4,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,577
DuPage,Milton 057,297,253,32,7,12,4,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,605
DuPage,Milton 058,337,192,30,9,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,569
DuPage,Milton 059,257,188,25,1,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,476
DuPage,Milton 060,188,129,23,8,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,348
DuPage,Milton 061,200,198,31,7,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,438
DuPage,Milton 062,233,144,26,4,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,407
DuPage,Milton 063,249,201,40,4,1,4,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,499
DuPage,Milton 064,278,135,32,3,6,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,454
DuPage,Milton 065,279,251,37,9,7,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,583
DuPage,Milton 066,330,190,18,8,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,551
DuPage,Milton 067,206,148,30,3,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,390
DuPage,Milton 068,256,154,22,16,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,452
DuPage,Milton 069,258,148,28,13,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,449
DuPage,Milton 070,431,161,24,10,5,0,2,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,633
DuPage,Milton 071,227,187,14,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,430
DuPage,Milton 072,370,94,11,5,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,481
DuPage,Milton 073,255,159,24,3,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,443
DuPage,Milton 074,227,231,33,10,2,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,504
DuPage,Milton 075,249,239,31,7,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,527
DuPage,Milton 076,285,173,23,4,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,489
DuPage,Milton 077,228,180,32,9,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,449
DuPage,Milton 078,315,180,31,8,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,538
DuPage,Milton 079,268,265,27,5,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,570
DuPage,Milton 080,310,139,35,11,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,500
DuPage,Milton 081,176,135,21,4,7,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,1,,,,,,,,,,,,,,,345
DuPage,Milton 082,191,149,35,4,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,381
DuPage,Milton 083,265,205,23,6,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,503
DuPage,Milton 084,266,283,27,8,10,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,594
DuPage,Milton 085,264,259,30,12,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,569
DuPage,Milton 086,264,146,30,17,7,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,464
DuPage,Milton 087,216,220,54,8,2,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,501
DuPage,Milton 088,299,212,20,12,0,0,0,0,,0,0,0,0,,0,0,7,0,,,0,,0,,,,,,,,,,,,,,,550
DuPage,Milton 089,266,185,21,3,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,478
DuPage,Milton 090,313,305,27,11,12,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,668
DuPage,Milton 091,210,222,25,6,6,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,469
DuPage,Milton 092,323,200,36,8,4,0,0,1,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,572
DuPage,Milton 093,258,119,20,4,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,402
DuPage,Milton 094,234,161,31,8,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,439
DuPage,Milton 095,228,285,48,8,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,573
DuPage,Milton 096,340,132,36,6,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,514
DuPage,Milton 097,331,223,43,5,4,0,2,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,608
DuPage,Milton 098,215,209,32,15,5,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,477
DuPage,Milton 099,273,192,25,12,6,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,508
DuPage,Milton 100,232,218,32,6,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,491
DuPage,Milton 101,320,115,14,6,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,455
DuPage,Milton 102,166,189,24,1,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,384
DuPage,Milton 103,297,141,14,8,2,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,462
DuPage,Milton 104,287,179,28,9,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,507
DuPage,Milton 105,162,110,14,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,288
DuPage,Milton 106,205,259,28,4,5,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,501
DuPage,Milton 107,280,263,36,9,3,1,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,592
DuPage,Milton 108,218,167,32,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,424
DuPage,Milton 109,225,225,37,4,3,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,494
DuPage,Milton 110,192,145,22,10,7,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,376
DuPage,Milton 111,231,153,31,6,11,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,432
DuPage,Milton 112,197,166,25,6,1,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,395
DuPage,Milton 113,187,111,29,2,4,0,0,0,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,333
DuPage,Milton 114,221,141,25,6,12,0,0,1,,0,0,0,0,,0,0,0,0,,,0,,0,,,,,,,,,,,,,,,406
